Season,Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,wRC+,BsR,Off,Def,WAR,playerid
2000,Braden Looper,Marlins,73,2,0,0,0,0,0.00%,100.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,526
2009,Jeremy Guthrie,Orioles,35,2,0,2,0,0,0.00%,100.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,2072
2002,Mark Guthrie,Mets,68,2,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,-100,0,-0.5,0.2,0,876
2002,Tyler Walker,Mets,5,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.5,0.2,0,901
2008,Luis Mendoza,Rangers,25,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,3126
2002,Danys Baez,Indians,39,2,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,-100,0,-0.5,0.2,0,367
2001,Mike Remlinger,Braves,75,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,111
2001,Steve Karsay,Braves,43,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,829
2009,Alfredo Aceves,Yankees,43,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,5164
2002,Scott Schoeneweis,Angels,54,2,0,0,0,0,0.00%,100.00%,0,0,0,0,0,0,-100,0,-0.5,0.2,0,33
2003,Dan Wright,White Sox,20,2,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,258
2008,Mike O'Connor,Nationals,5,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,6457
2004,Pedro Martinez,Red Sox,33,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,200
2004,Tim Wakefield,Red Sox,32,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,219
2007,Jamey Wright,Rangers,20,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,715
2007,John Koronka,Rangers,2,2,0,0,0,0,0.00%,100.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,2130
2007,Tim Wakefield,Red Sox,31,2,0,0,0,0,0.00%,100.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,219
2007,Jon Garland,White Sox,32,2,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,232
2007,John Danks,White Sox,26,2,0,0,0,0,0.00%,100.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,6329
2007,Nick Masset,White Sox,27,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,7267
2008,Bartolo Colon,Red Sox,7,2,0,0,0,0,0.00%,100.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,375
2008,Daisuke Matsuzaka,Red Sox,29,2,0,0,0,0,0.00%,100.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,7775
2008,Osiris Matos,Giants,20,2,0,0,0,0,0.00%,100.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,4100
2005,Eude Brito,Phillies,6,7,0,1,0,0,0.00%,28.60%,0,0.2,0.143,0.143,0.143,0.127,-38,0,-1.2,0.7,0,2514
2008,Javier Vazquez,White Sox,33,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,801
2004,Kent Mercker,Cubs,71,2,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,439
2000,Bronson Arroyo,Pirates,21,23,0,2,0,0,0.00%,43.50%,0.095,0.273,0.143,0.143,0.238,0.161,-19,0,-3.7,2.7,0,978
2005,John Riedling,Marlins,29,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.5,0.2,0,1515
2007,Dave Borkowski,Astros,64,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,2002
2004,Dave Bush,Blue Jays,16,2,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,4635
2008,Frankie de la Cruz,Marlins,6,2,0,0,0,0,0.00%,100.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,3920
2008,Logan Kensing,Marlins,48,2,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,6166
2007,Damaso Marte,Pirates,65,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,247
2007,Marty McLeary,Pirates,4,2,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,2022
2002,Mike Crudale,Cardinals,49,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.5,0.2,0,1148
2002,Gene Stechschulte,Cardinals,29,2,0,0,0,0,0.00%,100.00%,0,0,0,0,0,0,-100,0,-0.5,0.2,0,1184
2002,Kyle Farnsworth,Cubs,45,2,0,0,1,0,0.00%,0.00%,0,0,0,0,0,0,-100,0,-0.5,0.2,0,278
2001,Kenny Rogers,Rangers,20,2,0,0,0,0,0.00%,100.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,1277
2008,R.J. Swindle,Phillies,3,2,0,0,1,0,0.00%,0.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,539
2008,Ryan Madson,Phillies,76,2,0,0,0,0,0.00%,100.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,1852
2009,Jose Ascanio,Cubs,14,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,3951
2009,Esmailin Caridad,Cubs,14,2,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,5284
2007,Justin Miller,Marlins,62,2,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,1313
2007,Kevin Gregg,Marlins,74,2,0,0,0,0,0.00%,100.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,1793
2007,Randy Messenger,Marlins,23,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,2658
2005,Cal Eldred,Cardinals,31,2,0,0,0,0,0.00%,100.00%,0,0,0,0,0,0,-100,0,-0.5,0.2,0,1653
2001,Jose Silva,Pirates,26,2,0,0,0,0,0.00%,100.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,354
2001,Scott Sauerbeck,Pirates,70,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,1007
2001,Ray King,Brewers,82,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,693
2000,Mark Guthrie,Cubs,19,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,876
2000,Tim Worrell,Cubs,54,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,1139
2000,Felix Heredia,Cubs,74,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,1304
2004,Billy Wagner,Phillies,45,2,0,0,0,0,0.00%,100.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,578
2005,Giovanni Carrara,Dodgers,72,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.5,0.2,0,643
2005,Yhency Brazoban,Dodgers,74,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.5,0.2,0,2150
2009,Daisuke Matsuzaka,Red Sox,12,2,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,7775
2008,Jeremy Guthrie,Orioles,31,5,0,0,0,0,0.00%,60.00%,0.2,0.5,0.2,0.2,0.4,0.252,44,0,-0.3,-0.1,0,2072
2000,Cory Lidle,Devil Rays,31,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,926
2005,Roy Halladay,Blue Jays,19,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.5,0.2,0,1303
2007,Scott Atchison,Giants,22,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,2642
2007,Jack Taschner,Giants,63,2,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,2766
2005,Brandon McCarthy,White Sox,12,2,0,0,0,0,0.00%,100.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,4662
2005,Seth Greisinger,Braves,1,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.5,0.2,0,467
2004,Gary Majewski,Expos,16,2,0,0,0,0,0.00%,100.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,2131
2000,Jason Marquis,Braves,15,2,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,105
2002,Matt Kinney,Twins,14,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.5,0.2,0,737
2002,Frank Castillo,Red Sox,36,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.5,0.2,0,180
2009,Kevin Millwood,Rangers,31,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,106
2005,Rick White,Pirates,71,2,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,-100,0,-0.5,0.2,0,456
2005,Jose Mesa,Pirates,55,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.5,0.2,0,961
2005,Tom Gorzelanny,Pirates,3,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.5,0.2,0,6244
2009,Brandon Webb,Diamondbacks,1,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,1692
2009,Chad Qualls,Diamondbacks,51,2,0,0,0,0,0.00%,100.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,2170
2008,Mike Lincoln,Reds,64,2,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,1457
2008,Daryl Thompson,Reds,4,2,0,2,0,0,0.00%,0.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,6603
2000,Kip Wells,White Sox,20,2,0,0,0,0,0.00%,100.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,1012
2002,Jung Bong,Braves,2,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.5,0.2,0,82
2002,Darren Holmes,Braves,55,2,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,-100,0,-0.5,0.2,0,95
2002,Mike Remlinger,Braves,73,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.5,0.2,0,111
2002,John Smoltz,Braves,75,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.5,0.2,0,115
2006,Bronson Arroyo,Reds,35,94,2,5,6,0,3.20%,33.00%,0.111,0.146,0.111,0.143,0.222,0.159,-19,0,-14.6,11.2,0,978
2003,D.J. Carrasco,Royals,50,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,1666
2003,Kyle Snyder,Royals,15,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,1689
2004,Brian Anderson,Royals,35,2,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,44
2004,Jimmy Gobble,Royals,25,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,1791
2004,Mike Wood,Royals,17,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,1806
2004,Zack Greinke,Royals,24,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,1943
2003,Gabe White,Reds,34,2,0,0,0,0,0.00%,100.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,360
2000,Chris Carpenter,Blue Jays,34,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,1292
2000,Curtis Leskanic,Brewers,73,2,0,0,0,0,0.00%,100.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,694
2001,Blake Stein,Royals,36,2,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,632
2001,Chad Durbin,Royals,29,2,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,1442
2002,Scott Sauerbeck,Pirates,78,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.5,0.2,0,1007
2000,Eric Milton,Twins,33,2,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,743
2000,Brad Radke,Twins,34,2,0,0,0,0,0.00%,100.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,748
2002,Mike Buddie,Brewers,25,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.5,0.2,0,678
2002,Luis Vizcaino,Brewers,76,2,0,0,0,0,0.00%,100.00%,0,0,0,0,0,0,-100,0,-0.5,0.2,0,714
2002,Jayson Durocher,Brewers,39,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.5,0.2,0,1497
2002,Andrew Lorraine,Brewers,5,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.5,0.2,0,1583
2000,Scott Strickland,Expos,49,2,0,0,0,0,0.00%,100.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,897
2000,Steve Kline,Expos,83,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,1164
2003,Mike Gallo,Astros,32,2,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,1759
2003,Joaquin Benoit,Rangers,25,2,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,1437
2003,Tony Mounce,Rangers,11,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,1739
2001,Jared Fernandez,Reds,5,2,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,324
2001,Hector Mercado,Reds,56,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,960
2005,Al Levine,Giants,9,2,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,20
2005,Jim Brower,Giants,32,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,313
2002,Justin Miller,Blue Jays,25,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,1313
2002,Corey Thurman,Blue Jays,43,2,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,1324
2000,Jaret Wright,Indians,9,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,415
2000,Matt Skrmetta,Pirates,8,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,1012044
2005,Dana Eveland,Brewers,27,2,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,5508
2007,Zack Segovia,Phillies,1,2,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,8742
2003,Tim Drew,Expos,6,2,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,380
2003,Scott Stewart,Expos,51,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,797
2003,Dan Smith,Expos,32,2,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,1521
2004,Ricardo Rodriguez,Rangers,5,2,0,0,0,0,0.00%,100.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,1585
2005,Ricky Stone,Reds,23,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,576
2005,Ryan Wagner,Reds,42,2,0,1,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,1770
2008,Carlos Marmol,Cubs,82,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,2790
2008,Chad Qualls,Diamondbacks,77,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,2170
2007,Mike Stanton,Reds,69,2,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,849
2007,Gary Majewski,Reds,32,2,0,0,0,0,0.00%,100.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,2131
2000,John Riedling,Reds,13,2,0,0,0,0,0.00%,100.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,1515
2000,Greg Swindell,Diamondbacks,64,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,76
2007,Michael Wuertz,Cubs,73,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,1856
2000,Ryan Glynn,Rangers,16,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,686
2002,Ben Diggins,Brewers,5,8,0,0,0,0,0.00%,12.50%,0,0.167,0.143,0.143,0.143,0.127,-35,0,-1.4,0.8,0,1599
2002,Scott Stewart,Expos,67,2,0,0,0,0,0.00%,100.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,797
2007,Esteban Loaiza,Dodgers,5,9,0,0,2,0,0.00%,22.20%,0,0.2,0.143,0.143,0.143,0.128,-34,0,-1.6,1,0,1310
2005,Michael Wuertz,Cubs,75,2,0,0,0,0,0.00%,100.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,1856
2002,Billy Wagner,Astros,69,2,0,0,0,0,0.00%,100.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,578
2008,Zach Duke,Pirates,32,65,0,2,1,0,3.10%,30.80%,0,0.243,0.158,0.186,0.158,0.161,-13,0,-9.3,6.9,0,3840
2000,Wayne Franklin,Astros,25,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,557
2000,Billy Wagner,Astros,28,2,0,0,0,0,0.00%,100.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,578
2000,Mike Maddux,Astros,21,2,0,0,0,0,0.00%,100.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,1007951
2002,Miguel Asencio,Royals,31,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,586
2002,Paul Byrd,Royals,33,2,0,0,0,0,0.00%,100.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,594
2009,Jason Grilli,Rockies,22,2,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,521
2000,Blake Stein,Royals,17,2,0,0,0,0,0.00%,100.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,632
2000,Chris Fussell,Royals,20,2,0,0,0,0,0.00%,100.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,1004410
2007,Juan Cruz,Diamondbacks,53,2,0,0,0,0,0.00%,100.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,273
2007,Dustin Nippert,Diamondbacks,36,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,4426
2005,Jason Jennings,Rockies,22,44,0,0,1,0,4.50%,27.30%,0.026,0.231,0.158,0.2,0.184,0.178,-12,0,-6.2,4.5,0,434
2008,Luis Vizcaino,Rockies,43,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,714
2005,Mike Koplove,Diamondbacks,44,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,63
2003,Jung Bong,Braves,44,7,0,0,0,0,14.30%,28.60%,0,0,0,0.167,0,0.118,-42,0,-1.3,0.7,0,82
2007,Tom Martin,Rockies,26,2,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,1219
2007,Alberto Arias,Rockies,6,2,0,0,0,0,0.00%,100.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,3087
2009,Carlos Villanueva,Brewers,64,13,0,0,0,0,7.70%,53.80%,0,0.25,0.091,0.167,0.091,0.133,-33,0,-2.1,1.4,0,4138
2000,Horacio Estrada,Brewers,7,8,0,1,0,0,0.00%,25.00%,0,0.2,0.143,0.143,0.143,0.129,-39,0,-1.5,0.9,0,1003843
2002,Mark Corey,- - -,27,2,0,0,0,0,0.00%,100.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,870
2007,Jack Cassel,Padres,6,8,0,2,0,0,0.00%,37.50%,0,0.2,0.125,0.125,0.125,0.112,-38,0,-1.4,0.9,0,3052
2007,Shawn Hill,Nationals,16,37,0,2,0,0,8.10%,27.00%,0,0.125,0.077,0.2,0.077,0.156,-14,0,-5.5,4,0,1882
2002,Pedro Martinez,Red Sox,30,7,0,1,0,0,14.30%,42.90%,0,0,0,0.167,0,0.117,-44,0,-1.2,0.7,0,200
2004,Turk Wendell,Rockies,12,2,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,975
2001,Chris Nichting,- - -,43,2,0,1,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,1414
2005,Matt Belisle,Reds,61,8,0,0,0,0,0.00%,37.50%,0,0.25,0.143,0.143,0.143,0.127,-37,0,-1.4,0.8,0,1837
2005,David Cortes,Rockies,50,2,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,1798
2005,Ryan Speier,Rockies,22,2,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,3808
2002,Travis Smith,Cardinals,12,20,0,0,2,0,0.00%,30.00%,0,0.25,0.167,0.167,0.167,0.149,-19,0,-3,2,0,1522
2007,Dustin McGowan,Blue Jays,28,7,0,1,0,0,0.00%,42.90%,0,0.5,0.286,0.286,0.286,0.256,49,0,-0.5,-0.1,0,8600
2001,Sterling Hitchcock,Padres,3,8,0,1,1,0,0.00%,75.00%,0,0.5,0.125,0.125,0.125,0.111,-39,0,-1.4,0.9,0,824
2003,Todd Jones,Rockies,33,2,0,0,0,0,0.00%,50.00%,0,0,0,0,0,0,-100,0,-0.6,0.2,0,436
2003,Kevin Correia,Giants,10,14,0,1,2,0,0.00%,42.90%,0,0.286,0.154,0.154,0.154,0.137,-26,0,-2.3,1.5,0,1767
2009,Felix Hernandez,Mariners,34,7,0,1,0,0,14.30%,42.90%,0,0,0,0.143,0,0.101,-51,0,-1.3,0.8,0,4772
2001,Ryan Vogelsong,- - -,15,10,0,0,0,0,0.00%,30.00%,0.1,0.143,0.1,0.1,0.2,0.124,-30,0,-1.7,1.1,0,1011
2008,Paul Maholm,Pirates,31,73,0,4,3,0,8.20%,38.40%,0,0.216,0.123,0.197,0.123,0.161,-13,0,-10.4,7.7,0,8678
2003,Nelson Cruz,Rockies,20,15,0,1,1,0,0.00%,13.30%,0.077,0.182,0.154,0.154,0.231,0.165,-25,0,-2.4,1.6,0,554
2003,Chin-hui Tsao,Rockies,9,15,0,2,0,0,0.00%,6.70%,0.077,0.167,0.154,0.154,0.231,0.165,-25,0,-2.4,1.6,0,1776
2002,John Patterson,Diamondbacks,7,12,0,1,0,0,8.30%,33.30%,0,0.167,0.1,0.182,0.1,0.145,-28,0,-1.9,1.2,0,71
2001,Tanyon Sturtze,Devil Rays,39,8,0,0,0,0,0.00%,37.50%,0,0.2,0.125,0.125,0.125,0.111,-47,0,-1.5,0.9,0,1230
2009,Javier Lopez,Red Sox,14,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0, ,0,0,-0.3,0,1663
2000,Mike DeJean,Rockies,54,2,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,-100,0,-0.7,0.2,0,682
2006,Chris Young,Padres,31,62,0,2,4,0,0.00%,41.90%,0.074,0.25,0.13,0.13,0.204,0.141,-21,0,-9.8,7.4,0,3196
2009,Jon Niese,Mets,5,9,0,0,0,0,0.00%,33.30%,0,0.2,0.125,0.125,0.125,0.112,-45,0,-1.6,1,0,4424
2004,Hideo Nomo,Dodgers,18,27,1,2,1,0,0.00%,63.00%,0.115,0.25,0.115,0.115,0.231,0.145,-22,0,-4.3,3,0,666
2005,Wandy Rodriguez,Astros,25,43,0,3,1,0,4.70%,37.20%,0,0.25,0.15,0.19,0.15,0.161,-13,0,-6.1,4.4,0,2586
2005,Greg Maddux,Cubs,35,83,1,4,5,1,0.00%,18.10%,0.039,0.2,0.171,0.171,0.211,0.167,-12,0.2,-11.5,8.4,0,104
2004,Travis Smith,Braves,16,8,0,0,0,0,0.00%,12.50%,0,0.143,0.125,0.125,0.125,0.111,-47,0,-1.5,0.9,0,1522
2007,Eric Milton,Reds,6,9,0,0,2,0,0.00%,22.20%,0,0.2,0.143,0.143,0.143,0.128,-39,0,-1.6,1,0,743
2006,Eude Brito,Phillies,5,7,0,0,0,0,14.30%,57.10%,0,0,0,0.143,0,0.101,-57,0,-1.4,0.8,0,2514
2009,Rich Hill,Orioles,15,8,0,0,1,0,0.00%,37.50%,0,0.2,0.125,0.125,0.125,0.112,-50,0,-1.5,0.9,0,4806
2006,Josh Hancock,Cardinals,62,8,0,0,0,0,12.50%,75.00%,0,0,0,0.143,0,0.101,-52,0,-1.6,1,0,1606
2009,John Lackey,Angels,27,9,0,1,1,0,0.00%,22.20%,0,0.167,0.125,0.125,0.125,0.112,-46,0,-1.6,1,0,1507
2008,Chris Sampson,Astros,54,26,0,0,0,0,3.80%,34.60%,0,0.231,0.136,0.174,0.136,0.148,-21,0,-4,2.8,0,2651
2003,Seth Etherton,Reds,7,10,0,0,0,0,0.00%,20.00%,0,0.2,0.143,0.143,0.143,0.127,-37,0,-1.8,1.1,0,322
2008,Matt Chico,Nationals,11,15,0,2,0,0,0.00%,26.70%,0,0.222,0.154,0.154,0.154,0.138,-29,0,-2.4,1.6,0,6068
2004,Ben Sheets,Brewers,34,81,0,2,1,0,6.20%,27.20%,0,0.2,0.134,0.194,0.134,0.16,-16,0,-12.1,9,0,710
2002,Salomon Torres,Pirates,5,13,0,0,0,0,0.00%,30.80%,0,0.222,0.154,0.154,0.154,0.137,-29,0,-2.1,1.3,0,1628
2005,Scott Erickson,Dodgers,19,14,0,0,0,0,0.00%,35.70%,0,0.25,0.154,0.154,0.154,0.137,-27,0,-2.2,1.4,0,137
2001,Tomo Ohka,- - -,22,21,0,1,1,0,0.00%,38.10%,0,0.3,0.167,0.167,0.167,0.148,-20,0,-3.3,2.3,0,788
2009,Chris Narveson,Brewers,21,9,0,0,0,0,0.00%,55.60%,0,0.333,0.125,0.125,0.125,0.112,-47,0,-1.6,1,0,2141
2005,D.J. Houlton,Dodgers,35,35,0,1,1,0,8.60%,51.40%,0.033,0.25,0.1,0.182,0.133,0.156,-15,0,-5.1,3.6,0,3566
